unique_id,ds,y,exogenous1,exogenous2,exogenous3,exogenous4,exogenous5,exogenous6,exogenous7,exogenous8,exogenous9,exogenous10,exogenous11,exogenous12,exogenous13,exogenous14,exogenous15,exogenous16,exogenous17,exogenous18,exogenous19,exogenous20
GDP,1996/10/1,144401.5,1.0,-0.4,0.4,0.3,3.1,2.8,0.3,95.5,97.8,139.05,31234,30222,448926.29,552039,18945,-3.686666667,3.233333333,3.233333333,-15.55,97.96666667
GDP,1997/1/1,131282.7,2.1,-1.0,0.3,0.2,2.8,2.3,0.5,95.33,98.23333333,138.59,36774,35819,423443.9,565199,20870,-3.656666667,3.133333333,3.266666667,-13.83333333,98.56666667
GDP,1997/4/1,133776.3,0.0,-0.7,0.3,0.6,0.9,-0.4,1.4,94.55,98.4,136.16,31097,30478,450053.66,573806,29542,-3.676666667,3.4,3.366666667,-5.816666667,98.6
GDP,1997/7/1,133443.4,0.0,-0.2,0.2,-0.1,0.8,-0.2,1.0,95.0,98.5,135.64,30458,29764,457065.08,580744,28333,-2.263333333,3.466666667,3.366666667,-5.32,98.73333333
GDP,1997/10/1,145042.9,-0.7,-0.6,0.1,0.4,-0.5,-1.6,1.1,95.28,97.76666667,135.25,32021,31605,479574.17,591799,36955,0.5,3.5,3.5,-9.103333333,98.06666667
GDP,1998/1/1,130245.3,-1.5,-0.8,0.1,-0.2,-1.7,-2.4,0.7,95.46,98.0,134.94,33945,33453,450123.48,601508,36802,2.406666667,3.333333333,3.466666667,1.15,98.66666667
GDP,1998/4/1,131963.9,0.0,-0.7,0.2,0.2,-1.1,-1.5,0.3,94.93,98.3,134.45,27430,27125,466525.23,607890,37270,4.023333333,3.6,3.566666667,2.403333333,98.76666667
GDP,1998/7/1,130942.6,0.1,-0.6,0.3,0.0,-1.4,-2.0,0.5,94.7,97.93333333,134.09,32794,32521,454841.54,617521,40417,4.426666667,3.733333333,3.633333333,2.906666667,98.5
GDP,1998/10/1,143345.6,0.1,0.7,0.3,0.0,-0.8,-0.8,0.0,94.85,95.56666667,132.46,32296,32021,461064.54,625548,35491,2.01,3.7,3.666666667,17.46,95.96666667
GDP,1999/1/1,128312.0,0.5,1.3,0.5,-0.2,-0.6,-0.6,0.0,94.58,95.53333333,131.97,33664,33334,417272.67,633841,30316,2.503333333,3.733333333,3.866666667,24.08333333,96.06666667
GDP,1999/4/1,130500.0,0.6,0.9,0.5,-0.1,-0.1,0.1,-0.3,94.81,95.1,131.03,27224,26830,448110.76,657728,33444,2.193333333,3.966666667,3.933333333,17.51333333,95.73333333
GDP,1999/7/1,129485.1,0.5,0.4,0.6,0.2,0.2,0.3,-0.1,94.72,94.56666667,130.0,35176,34796,428890.69,668069,34700,0.613333333,4.166666667,4.033333333,10.34333333,95.33333333
GDP,1999/10/1,139772.8,0.6,-0.6,0.5,0.0,-0.8,-0.7,-0.1,94.6,94.13333333,129.24,29530,29238,441042.83,673920,31274,-0.306666667,4.233333333,4.2,8.123333333,94.66666667
GDP,2000/1/1,130540.7,1.2,-0.9,0.6,0.5,3.2,2.5,0.7,94.37,94.2,128.18,33621,33210,409762.82,686296,36632,-0.883333333,4.033333333,4.166666667,0.446666667,95.03333333
GDP,2000/4/1,132188.1,0.8,-0.7,0.7,0.0,2.9,2.1,0.7,94.3,94.26666667,127.39,27275,26901,434450.87,675948,38302,-1.82,4.266666667,4.233333333,0.423333333,95.1
GDP,2000/7/1,131084.7,0.4,-0.7,0.6,-0.1,2.4,1.9,0.5,93.82,94.83333333,126.31,34209,33826,415875.91,697219,38776,-1.013333333,4.566666667,4.4,5.043333333,95.36666667
GDP,2000/10/1,141604.3,0.9,-1.1,0.6,-0.4,2.6,2.6,0.0,93.91,94.76666667,125.45,30444,29945,441780.33,708338,26905,0.273333333,4.533333333,4.5,9.903333333,95.03333333
GDP,2001/1/1,132737.2,1.0,0.0,0.5,-0.4,2.5,3.4,-0.8,94.16,94.43333333,124.06,33949,33664,419030.89,715747,31820,1.066666667,4.3,4.466666667,12.51,95.1
GDP,2001/4/1,132066.8,1.6,-0.4,0.4,-0.2,1.0,2.1,-1.0,94.39,94.66666667,123.53,33488,33259,436781.61,725717,21598,2.093333333,4.466666667,4.466666667,13.77,95.26666667
GDP,2001/7/1,129141.2,1.3,-0.3,0.3,0.1,-0.2,0.7,-0.9,94.6,94.66666667,122.42,36658,36479,415561.91,736461,26116,1.713333333,4.8,4.666666667,10.49,95.4
GDP,2001/10/1,137708.7,0.6,-0.4,0.4,0.1,-1.7,-1.2,-0.5,94.86,94.46666667,121.52,34711,34443,422458.27,748301,24990,0.86,4.766666667,4.733333333,11.69333333,94.93333333
GDP,2002/1/1,128493.9,0.7,-0.5,0.4,0.4,-1.9,-2.3,0.4,94.97,94.73333333,120.16,41954,41715,384463.39,760259,41294,0.586666667,4.8,5.0,11.30666667,95.23333333
GDP,2002/4/1,129865.4,0.7,-0.2,0.3,0.5,-0.3,-1.3,1.0,95.32,94.53333333,118.86,32509,32280,386378.76,771023,33698,-0.033333333,5.066666667,5.066666667,14.94666667,95.1
GDP,2002/7/1,128469.0,0.7,-0.3,0.4,-0.2,0.9,0.3,0.7,95.52,95.03333333,117.36,42207,41972,376415.91,775144,32822,0.273333333,5.266666667,5.133333333,28.24333333,95.63333333
GDP,2002/10/1,137650.4,0.7,-0.3,0.2,0.2,1.4,0.6,0.8,95.63,94.96666667,115.81,38616,38416,386993.79,789361,29023,-1.22,5.066666667,5.033333333,20.01333333,95.66666667
GDP,2003/1/1,127481.1,0.6,-0.5,0.3,0.1,1.6,1.0,0.6,95.47,95.0,114.21,43542,43300,353477.0,805016,35906,-5.16,5.0,5.2,-19.24,96.03333333
GDP,2003/4/1,130111.6,0.1,-0.3,0.4,0.4,1.4,1.0,0.5,95.79,95.5,112.76,35766,35598,374934.88,816376,38123,-8.283333333,5.433333333,5.433333333,-39.5,96.23333333
GDP,2003/7/1,128457.5,-0.1,-0.5,0.3,0.2,1.3,0.4,0.8,96.16,95.8,111.04,50731,50543,360279.94,838159,46089,-5.506666667,5.2,5.1,-39.81,96.6
GDP,2003/10/1,137918.5,0.8,-0.6,0.4,0.4,1.9,0.9,1.0,96.72,95.8,109.55,40127,39946,367745.48,857180,41135,-1.893333333,4.633333333,4.566666667,-36.95666667,96.63333333
GDP,2004/1/1,129732.3,0.8,-0.6,0.4,0.3,3.1,2.0,1.2,97.08,96.96666667,107.72,42970,42779,350322.61,853061,52957,2.59,3.933333333,4.066666667,-9.503333333,97.73333333
GDP,2004/4/1,130855.3,0.8,-0.6,0.1,0.2,2.2,1.1,1.1,97.55,97.7,106.4,34160,34060,369679.39,858170,48455,7.303333333,4.0,4.0,21.34333333,98.53333333
GDP,2004/7/1,129991.7,1.2,-0.6,0.1,-0.1,2.5,1.7,0.7,98.01,96.7,105.0,44918,44792,372920.39,868480,51016,4.94,4.0,3.966666667,11.22,97.5
GDP,2004/10/1,138821.6,0.2,-0.6,0.1,-0.1,1.1,0.8,0.3,98.32,95.9,103.64,39097,38984,384514.85,884043,44513,3.513333333,4.033333333,3.9,10.52666667,96.66666667
GDP,2005/1/1,129969.3,0.5,-0.3,0.2,-0.1,1.1,1.2,-0.1,99.05,95.96666667,102.7,46459,46200,374479.93,894219,48358,2.376666667,3.733333333,3.833333333,11.44666667,96.76666667
GDP,2005/4/1,131632.9,0.8,-0.6,0.2,0.3,1.7,1.7,0.0,99.82,95.63333333,101.77,35163,34935,392301.43,901941,42511,1.506666667,3.733333333,3.733333333,6.473333333,96.26666667
GDP,2005/7/1,130894.8,0.8,-0.5,0.1,0.1,2.0,1.8,0.2,100.37,95.43333333,100.78,45523,45162,399029.25,915575,48474,1.7,3.8,3.766666667,9.893333333,96.13333333
GDP,2005/10/1,140018.6,1.2,-0.5,0.2,0.5,2.4,1.5,0.9,100.76,94.96666667,100.14,42794,42557,408530.62,934980,47934,1.363333333,4.1,4.0,7.086666667,95.66666667
GDP,2006/1/1,131559.9,1.2,-0.2,-0.1,0.1,2.5,1.5,1.0,101.06,95.5,99.07,54069,53527,392157.42,947869,55209,1.856666667,3.933333333,4.033333333,10.94,96.33333333
GDP,2006/4/1,131961.6,0.6,-0.1,0.1,0.1,1.4,0.7,0.7,101.85,95.76666667,98.55,35758,35507,399600.69,953171,41500,2.64,4.1,4.1,16.72666667,96.36666667
GDP,2006/7/1,130220.4,-0.3,-0.4,0.1,0.3,0.2,-0.8,1.0,102.28,95.5,97.67,40145,39940,405322.15,918515,54564,2.263333333,4.166666667,4.133333333,19.35666667,96.23333333
GDP,2006/10/1,141428.3,0.6,-0.3,0.0,0.2,1.5,0.8,0.7,103.16,95.06666667,98.08,35210,35003,415291.89,928509,52034,2.103333333,4.366666667,4.2,28.35,95.8
GDP,2007/1/1,133647.6,0.4,-0.5,0.2,0.3,2.2,1.4,0.8,103.84,95.16666667,98.1,45518,45402,393882.09,937368,70766,1.746666667,4.3,4.433333333,20.68,96.2
GDP,2007/4/1,133684.2,0.7,-0.3,0.3,0.1,1.8,0.9,0.9,104.04,95.16666667,97.83,32255,32160,443951.8,942368,56226,1.43,4.233333333,4.3,16.99,96.13333333
GDP,2007/7/1,131292.7,0.7,-0.1,0.2,0.5,1.4,0.3,1.2,104.32,95.33333333,97.44,35980,35899,460953.91,948405,68589,1.62,4.5,4.433333333,14.43,96.2
GDP,2007/10/1,140657.2,-0.1,-0.1,0.4,0.3,0.6,-0.7,1.3,104.16,95.2,97.41,34701,34623,479291.5,958108,53908,1.666666667,4.666666667,4.533333333,10.34,95.8
GDP,2008/1/1,132851.3,0.2,-0.3,0.3,0.2,0.4,-0.8,1.2,103.94,95.9,96.74,44812,44729,457509.27,971935,64652,2.116666667,4.4,4.533333333,17.31,96.33333333
GDP,2008/4/1,131389.3,-0.9,-0.2,-0.1,0.0,-0.4,-1.6,1.2,103.69,95.46666667,100.22,35022,34919,476277.06,979792,33091,1.896666667,4.7,4.766666667,13.19666667,96.33333333
GDP,2008/7/1,128175.4,-0.4,-0.2,-0.1,0.0,-1.0,-1.6,0.6,103.28,95.43333333,97.6,36460,36351,477268.59,985150,36954,1.163333333,4.8,4.733333333,9.066666667,96.23333333
GDP,2008/10/1,135407.8,-1.3,-0.3,-0.1,-2.6,-3.9,-1.6,-2.3,103.67,95.16666667,95.52,33709,33615,475116.26,988413,14089,0.073333333,4.966666667,4.9,4.253333333,95.86666667
GDP,2009/1/1,121202.3,-2.1,-0.1,-0.1,-1.2,-9.0,-5.5,-3.5,104.36,95.4,93.59,43252,43152,424972.9,1004766,22751,-0.433333333,4.866666667,5.033333333,-0.513333333,96.5
GDP,2009/4/1,122762.1,-0.8,0.4,0.4,1.8,-6.6,-4.5,-2.0,104.95,95.56666667,92.95,34060,34020,415347.04,979392,32188,-0.83,5.1,5.166666667,6.586666667,96.46666667
GDP,2009/7/1,120878.5,-0.1,0.4,0.6,0.5,-5.4,-3.8,-1.6,105.56,95.73333333,94.26,35830,35774,402898.06,987553,42610,-1.22,5.566666667,5.433333333,6.616666667,96.43333333
GDP,2009/10/1,130095.5,1.0,0.6,0.5,0.7,-1.7,-3.3,1.6,106.1,95.3,94.6,32721,32674,407152.86,998308,38376,-1.04,5.5,5.333333333,8.206666667,95.93333333
GDP,2010/1/1,123628.1,1.6,0.4,0.4,0.5,4.4,1.0,3.3,106.41,95.7,95.67,39599,39554,382924.29,1010120,54376,-1.5,5.166666667,5.333333333,9.56,96.5
GDP,2010/4/1,124557.0,1.3,-0.2,0.4,0.0,3.5,1.7,1.8,106.56,95.8,96.36,27302,27268,414315.0,1014070,43760,-1.98,5.333333333,5.433333333,2.406666667,96.6
GDP,2010/7/1,125404.1,2.0,-0.2,0.3,0.2,5.6,4.3,1.4,106.97,95.96666667,97.0,35168,35087,415295.39,1023130,54554,-2.146666667,5.566666667,5.4,-4.366666667,96.83333333
GDP,2010/10/1,131941.4,0.5,-0.5,0.3,0.0,3.0,2.5,0.6,106.88,95.53333333,97.53,31069,30940,431705.34,1030770,41138,-2.553333333,5.433333333,5.266666667,-7.883333333,96.63333333
GDP,2011/1/1,122971.3,-0.7,-0.7,0.6,-0.3,1.1,1.2,-0.2,107.07,96.23333333,97.19,37401,37254,421628.15,1037522,43236,-2.676666667,5.133333333,5.366666667,-8.633333333,97.3
GDP,2011/4/1,121146.6,-0.6,-0.1,0.4,-1.1,-0.9,0.4,-1.2,107.69,96.56666667,97.25,25797,25666,445750.67,1037938,18039,-2.586666667,5.066666667,5.133333333,-0.256666667,97.46666667
GDP,2011/7/1,122980.6,-0.6,-0.1,0.4,0.9,-0.3,0.3,-0.6,107.75,96.8,97.42,34061,33917,445865.34,1043672,33385,-2.136666667,5.066666667,4.9,10.02,97.66666667
GDP,2011/10/1,130350.5,0.7,-0.3,0.3,-0.6,0.2,1.4,-1.2,107.34,96.86666667,96.84,31878,31771,456055.04,1052487,9353,-1.886666667,4.866666667,4.766666667,16.10333333,97.4
GDP,2012/1/1,125568.6,1.9,0.1,0.5,0.2,3.0,3.8,-0.8,107.54,97.13333333,96.82,40974,40871,438081.14,1062015,21075,-0.86,4.5,4.733333333,21.02333333,98.1
GDP,2012/4/1,123447.7,1.6,0.0,0.3,-0.5,2.8,2.9,-0.1,107.88,97.26666667,96.45,29562,29494,427616.35,1065657,11322,-0.036666667,4.6,4.666666667,15.53,98.33333333
GDP,2012/7/1,122013.9,0.6,0.1,0.3,-0.5,-0.1,1.4,-1.5,108.85,97.5,97.03,37197,37108,428967.8,1073992,15678,0.45,4.866666667,4.7,13.52333333,98.56666667
GDP,2012/10/1,129444.4,0.5,0.2,0.3,-0.1,-0.1,0.8,-0.9,109.33,97.26666667,97.34,35242,35164,427226.06,1084299,-435,0.483333333,4.9,4.833333333,13.93333333,98.23333333
GDP,2013/1/1,124514.6,1.2,-0.1,0.1,0.4,0.0,0.7,-0.7,109.79,97.9,97.12,41680,41571,412363.33,1095171,15930,-0.48,4.433333333,4.633333333,9.98,98.73333333
GDP,2013/4/1,125245.8,1.5,0.0,0.4,0.0,1.8,2.0,-0.2,110.4,97.9,98.65,33277,33182,427670.97,1098129,21342,-1.19,4.666666667,4.7,-5.433333333,98.53333333
GDP,2013/7/1,125609.2,1.8,0.4,0.4,-0.3,3.1,3.1,-0.1,110.6,98.2,99.12,36677,36603,424994.26,1105251,17473,-1.73,4.9,4.733333333,-4.666666667,98.73333333
GDP,2013/10/1,133331.0,1.5,0.7,0.3,-0.5,3.1,3.7,-0.6,110.36,97.86666667,99.73,33722,33635,434534.44,1114429,-10180,-2.093333333,4.733333333,4.6,-12.6,98.4
GDP,2014/1/1,128491.5,1.9,0.5,0.4,-0.2,2.9,4.1,-1.3,110.41,98.9,99.22,43192,43111,404655.2,1126540,-4707,-2.183333333,4.233333333,4.4,-16.08666667,98.86666667
GDP,2014/4/1,127789.1,-1.5,0.0,0.0,1.0,-0.1,0.0,-0.1,109.27,97.9,97.35,27525,27439,439672.43,1127708,8556,-2.1,4.166666667,4.266666667,-5.85,98.53333333
GDP,2014/7/1,126779.7,-1.4,-0.1,0.2,-0.1,-1.1,-1.2,0.2,109.3,98.46666667,97.66,34846,34764,447286.89,1135533,19607,-2.226666667,4.233333333,4.066666667,-10.25666667,98.76666667
GDP,2014/10/1,135750.8,-1.1,-0.2,0.2,0.4,-0.5,-1.6,1.2,109.69,97.96666667,98.56,32549,32415,432702.26,1141645,15759,0.303333333,3.8,3.666666667,-9.483333333,98.5
GDP,2015/1/1,133103.3,-2.1,-0.3,0.3,0.1,0.3,-1.2,1.6,110.5,98.36666667,99.68,43010,42871,419707.58,1154096,43109,0.913333333,3.366666667,3.5,0.81,99.2
GDP,2015/4/1,132899.8,1.0,-0.1,0.4,-0.2,2.4,2.1,0.3,111.04,98.1,99.43,30351,30212,443412.76,1154089,39119,1.42,3.4,3.433333333,5.176666667,98.76666667
GDP,2015/7/1,131976.1,0.5,-0.2,0.4,-0.1,2.2,1.9,0.3,111.77,98.13333333,100.32,35675,35524,456456.63,1155456,49911,1.416666667,3.4,3.333333333,7.543333333,98.7
GDP,2015/10/1,140053.2,0.1,-0.2,0.5,-0.1,1.5,1.7,-0.2,112.5,96.1,100.57,30320,30155,450187.08,1159895,33055,-1.006666667,3.433333333,3.333333333,18.77,96.63333333
GDP,2016/1/1,135811.8,0.0,0.3,0.6,0.4,1.0,0.9,0.1,113.22,96.33333333,101.3,41227,41053,418487.79,1169598,60872,-1.466666667,3.233333333,3.366666667,13.97666667,97.03333333
GDP,2016/4/1,134271.0,-0.5,0.1,0.3,0.1,0.5,0.3,0.2,113.53,96.06666667,102.79,39874,39663,446967.47,1174721,48990,-1.756666667,3.266666667,3.333333333,22.45,96.63333333
GDP,2016/7/1,132639.5,-0.5,0.1,0.3,0.3,0.5,-0.2,0.7,114.04,96.23333333,102.77,44567,44333,425338.32,1185847,61464,-1.853333333,3.433333333,3.4,28.24333333,96.76666667
GDP,2016/10/1,141642.3,0.1,0.0,0.1,0.2,1.0,0.1,1.0,114.45,95.53333333,103.38,38540,38277,433007.64,1194652,42584,-1.646666667,3.466666667,3.366666667,19.02,96.16666667
GDP,2017/1/1,136277.1,0.3,-0.1,0.0,0.2,1.0,0.2,0.8,114.69,95.8,104.8,45597,45342,422766.03,1208154,63733,-1.056666667,3.233333333,3.333333333,18.22666667,96.73333333
GDP,2017/4/1,136012.7,1.0,0.1,0.0,-0.2,1.4,1.1,0.4,114.82,95.86666667,104.56,32951,32662,430620.34,1213080,48017,-0.983333333,3.133333333,3.166666667,9.63,96.4
GDP,2017/7/1,135786.9,0.5,0.0,0.0,0.5,2.0,1.4,0.7,115.37,96.1,104.9,36229,35916,438213.79,1220198,72531,-0.69,3.1,3.066666667,7.563333333,96.63333333
GDP,2017/10/1,144996.3,0.6,0.0,0.0,-0.2,2.2,1.8,0.4,115.59,95.86666667,104.79,34439,34107,455997.11,1227958,43498,-0.656666667,3.133333333,3.033333333,13.36333333,96.23333333
GDP,2018/1/1,138916.5,0.2,0.0,0.1,0.2,1.4,1.1,0.3,115.48,96.33333333,105.39,41010,40893,440638.75,1231810,59949,-1.143333333,2.833333333,2.933333333,13.89666667,96.66666667
GDP,2018/4/1,137967.6,0.1,0.1,0.2,0.1,1.3,0.8,0.5,116.0,95.83333333,105.99,31410,31330,469080.03,1236462,50258,-1.52,2.933333333,2.966666667,9.266666667,96.5
GDP,2018/7/1,135294.8,0.2,0.1,0.2,-0.2,0.0,0.1,-0.2,116.66,96.13333333,105.92,34467,34406,475625.27,1242024,58131,-1.9,2.8,2.8,2.276666667,96.86666667
GDP,2018/10/1,144451.2,0.0,0.0,0.3,-0.7,-0.1,0.5,-0.5,117.56,95.66666667,106.93,32240,32147,487209.17,1248368,26709,-1.99,3.0,2.866666667,-5.36,95.86666667
GDP,2019/1/1,138856.9,-0.2,0.0,0.2,0.4,-0.2,0.2,-0.4,117.94,95.56666667,107.53,41568,41398,465364.0,1260369,58739,-1.92,2.6,2.733333333,-10.02,96.26666667
GDP,2019/4/1,138494.2,0.0,0.1,0.4,-0.2,0.0,0.7,-0.7,118.25,95.83333333,107.35,32387,32247,489276.42,1265871,43882,-1.78,2.5,2.533333333,-11.86,95.86666667
GDP,2019/7/1,136800.1,0.3,0.1,0.5,-0.3,0.6,1.4,-0.9,119.2,95.4,107.02,39460,39390,475669.87,1275364,54852,-1.37,2.433333333,2.433333333,-10.42,95.96666667
GDP,2019/10/1,143759.7,-1.5,0.2,0.4,0.1,-2.0,-2.1,0.2,120.05,94.53333333,107.14,30958,30891,481156.7,1280468,35040,-1.236666667,2.466666667,2.3,-4.12,95.0
GDP,2020/1/1,137782.3,-0.8,0.0,0.3,-0.1,-1.7,-1.3,-0.4,121.44,94.53333333,105.96,40319,40274,461932.47,1289641,52939,-1.17,2.2,2.266666667,-8.74,95.33333333
GDP,2020/4/1,126671.7,-5.5,0.2,0.3,-2.8,-9.9,-6.8,-3.1,123.42,94.16666667,106.08,30101,29991,468258.29,1296570,8929,-0.79,2.133333333,2.166666667,-5.416666667,94.7
GDP,2020/7/1,131296.9,-3.4,0.2,0.6,2.8,-5.1,-5.0,-0.1,122.98,94.6,106.52,36642,36456,459377.59,1304931,48974,-0.883333333,2.066666667,2.1,-3.176666667,94.73333333
GDP,2020/10/1,143331.5,-0.5,0.3,0.7,0.5,-0.5,-0.8,0.3,121.8,93.3,109.43,38867,38716,460272.51,1320209,49074,-0.663333333,2.2,2.066666667,-11.32333333,93.4
GDP,2021/1/1,136261.4,-1.7,0.3,0.6,0.1,-1.1,-1.5,0.4,120.5,93.63333333,109.77,42131,41990,447287.58,1333268,62481,-0.16,2.0,2.066666667,-12.43,93.4
GDP,2021/4/1,135763.7,3.1,0.0,1.2,-0.2,7.7,4.4,3.1,119.57,92.5,111.41,36609,36479,486109.72,1343367,55547,0.926666667,2.066666667,2.1,-6.24,92.66666667
GDP,2021/7/1,133330.4,-0.4,-0.2,0.8,0.2,1.8,1.2,0.6,120.03,92.5,114.24,39210,39074,507198.64,1353908,61028,1.633333333,2.1,2.1,-7.213333333,92.4
GDP,2021/10/1,144023.8,0.1,-0.5,0.4,0.0,0.8,0.7,0.1,121.03,91.56666667,115.46,38996,38907,527264.15,1368851,36307,1.763333333,2.233333333,2.1,4.103333333,91.4
GDP,2022/1/1,137443.3,0.5,-0.8,0.5,-0.5,0.5,1.0,-0.6,120.73,91.1,117.16,43286,43225,543767.79,1378199,48640,1.833333333,2.033333333,2.066666667,15.67666667,91.26666667
GDP,2022/4/1,137752.5,1.4,-0.4,0.3,0.1,1.7,1.9,-0.1,119.94,89.63333333,118.43,36966,36906,570879.18,1389483,23464,0.673333333,2.033333333,2.066666667,10.84666667,90.0
