unique_id,ds,y,exogenous1,exogenous2,exogenous3,exogenous4,exogenous5,exogenous6,exogenous7,exogenous8,exogenous9,exogenous10,exogenous11,exogenous12,exogenous13,exogenous14,exogenous15
GDP,1996/1/1,473865,5.59,2.62,0.91,2.98,22.54,8.91,8.23,59.15,8.21,51.63,4.04,9.93,15.66,55.29,43.34
GDP,1996/4/1,479927,5.83,2.59,0.91,3.03,23.25,9.38,8.53,59.75,9.32,51.88,3.97,9.77,15.51,53.48,43.79
GDP,1996/7/1,482430,5.0,2.56,0.91,2.99,23.74,9.4,7.99,60.26,8.79,51.9,4.1,10.54,15.71,53.84,44.31
GDP,1996/10/1,486299,5.06,2.59,0.92,2.92,26.17,9.18,7.48,60.45,8.62,53.22,3.95,10.93,15.81,55.61,45.41
GDP,1997/1/1,484264,6.14,2.53,0.87,2.72,23.74,8.92,7.65,60.22,9.54,52.75,4.12,10.22,15.8,55.73,45.59
GDP,1997/4/1,489207,5.79,2.54,0.88,2.74,23.98,9.33,8.3,62.1,10.46,51.99,4.26,10.26,16.06,57.05,46.09
GDP,1997/7/1,493541,5.36,2.61,0.83,2.67,25.1,9.3,7.94,62.7,10.05,51.61,4.62,10.49,16.45,56.06,46.2
GDP,1997/10/1,496802,5.08,2.58,0.83,2.52,25.48,8.66,7.86,61.62,11.38,52.92,5.07,10.88,16.99,57.69,46.54
GDP,1998/1/1,501915,5.87,2.48,0.8,2.51,22.84,8.8,7.84,62.51,10.19,52.55,5.07,10.4,16.93,58.6,45.94
GDP,1998/4/1,501814,6.07,2.42,0.8,2.47,24.23,9.37,8.21,63.4,11.44,51.93,4.77,10.53,16.87,59.32,46.16
GDP,1998/7/1,504719,5.71,2.34,0.81,2.38,23.92,9.7,8.09,63.67,11.49,51.58,4.74,10.99,17.2,60.11,46.38
GDP,1998/10/1,504160,6.04,2.37,0.78,2.31,25.3,8.76,7.39,63.37,12.62,53.37,5.32,10.92,17.33,61.98,46.63
GDP,1999/1/1,509777,2.99,2.24,0.92,2.42,12.93,4.42,3.66,31.85,5.18,25.61,4.02,8.93,4.31,27.89,22.37
GDP,1999/4/1,510715,2.97,2.12,0.81,2.82,13.6,4.67,3.87,31.95,5.85,25.07,3.83,8.52,4.31,28.5,22.54
GDP,1999/7/1,515555,2.95,2.13,0.84,2.88,13.89,4.59,3.6,32.32,5.62,25.17,4.37,8.6,4.54,29.06,22.66
GDP,1999/10/1,518769,2.83,2.01,0.82,2.86,15.06,4.47,3.3,31.74,5.59,25.34,3.98,8.4,4.04,30.33,22.85
GDP,2000/1/1,524619,2.82,2.01,0.92,2.88,14.82,4.27,3.45,32.04,5.37,24.98,4.29,8.62,3.52,31.51,22.88
GDP,2000/4/1,527817,2.84,1.96,0.97,2.94,15.81,4.6,3.76,32.55,6.67,25.01,4.89,9.27,5.05,31.67,22.9
GDP,2000/7/1,529072,2.75,1.94,0.99,2.93,15.42,4.75,3.73,33.46,5.67,24.97,5.47,9.46,7.52,32.11,23.03
GDP,2000/10/1,527660,2.45,1.98,1.04,3.04,15.92,4.16,3.71,33.4,5.83,25.31,6.29,8.73,9.06,32.06,23.17
GDP,2001/1/1,541598,2.69,1.92,1.17,3.13,15.58,4.36,3.91,33.55,5.56,24.59,6.07,8.5,7.93,32.65,23.18
GDP,2001/4/1,541447,2.49,1.92,1.21,3.08,15.91,4.51,4.3,34.01,5.23,24.48,6.28,8.73,6.49,32.73,23.12
GDP,2001/7/1,544072,2.41,1.93,1.23,3.07,15.72,4.68,4.09,33.71,4.86,24.29,5.64,8.78,7.27,33.13,23.27
GDP,2001/10/1,548232,2.43,1.85,1.21,3.0,15.53,4.1,3.79,33.34,4.66,24.28,6.52,9.18,7.68,33.54,23.2
GDP,2002/1/1,546397,2.68,1.89,1.19,2.95,14.97,4.25,3.79,33.08,4.48,24.09,7.2,8.89,6.37,33.52,23.09
GDP,2002/4/1,546750,2.78,1.86,1.13,2.86,15.59,4.61,3.83,32.88,4.51,23.54,6.92,8.89,6.51,33.83,22.98
GDP,2002/7/1,554295,2.56,1.91,1.12,2.89,14.79,4.83,3.77,32.55,4.2,23.19,6.61,8.81,6.67,33.48,22.9
GDP,2002/10/1,554280,2.27,1.9,1.14,2.96,14.5,4.19,3.16,30.44,4.38,23.31,7.18,8.52,6.83,34.44,22.62
GDP,2003/1/1,549136,2.42,1.87,1.13,2.91,13.16,4.47,3.03,30.05,4.37,22.69,6.69,8.88,6.25,34.11,22.3
GDP,2003/4/1,550185,2.2,1.87,1.14,3.02,12.95,4.71,3.04,29.89,4.29,22.2,6.33,8.65,6.39,34.41,22.1
GDP,2003/7/1,557133,1.96,1.88,1.15,2.8,12.81,4.72,2.93,29.41,3.8,21.84,6.04,8.81,6.42,35.25,21.85
GDP,2003/10/1,558543,1.97,2.02,1.14,2.64,12.81,3.95,2.48,28.74,3.77,21.98,5.56,8.84,6.52,35.5,21.54
GDP,2004/1/1,560087,1.83,1.98,1.06,2.65,11.86,4.1,2.6,28.26,3.65,22.04,5.79,8.32,6.91,36.38,21.29
GDP,2004/4/1,566128,1.66,1.98,1.05,2.75,11.41,4.36,2.89,27.96,2.97,21.2,6.43,8.15,7.25,39.08,21.06
GDP,2004/7/1,564971,1.54,1.98,1.04,2.73,10.79,4.43,2.59,27.46,3.25,21.15,6.71,7.99,7.15,38.25,20.73
GDP,2004/10/1,564034,1.55,1.94,0.99,2.71,10.51,3.64,2.31,26.24,3.03,20.51,6.5,7.58,7.63,38.94,20.07
GDP,2005/1/1,565303,1.89,1.93,1.01,2.68,10.73,3.69,2.28,26.77,3.07,19.99,6.83,7.67,7.94,39.63,19.76
GDP,2005/4/1,568678,1.78,1.93,1.03,2.57,10.93,3.87,2.3,25.98,4.81,19.55,6.23,7.68,8.2,40.43,19.7
GDP,2005/7/1,573699,1.58,2.07,1.08,2.61,10.61,4.01,2.07,25.57,4.04,19.6,7.05,8.03,9.21,40.18,19.64
GDP,2005/10/1,577292,1.5,2.06,0.95,2.68,10.04,3.3,1.77,24.36,5.77,19.35,6.47,8.3,10.82,41.13,19.51
GDP,2006/1/1,581856,1.87,2.1,1.01,2.61,10.74,3.68,1.87,24.56,4.69,19.36,6.0,8.56,11.39,42.32,19.36
GDP,2006/4/1,594354,1.75,2.06,0.98,2.74,10.31,3.73,2.12,24.81,6.15,19.37,5.98,8.9,11.66,43.93,19.28
GDP,2006/7/1,599101,1.6,2.06,1.01,2.59,10.38,3.86,2.01,25.11,5.9,19.17,6.76,8.15,12.27,44.18,19.16
GDP,2006/10/1,610445,1.5,2.11,1.11,2.57,9.93,3.17,1.73,24.64,4.53,19.06,5.92,8.08,11.66,44.7,19.0
GDP,2007/1/1,615992,1.91,1.98,1.16,2.57,9.93,3.38,1.94,24.64,5.19,18.7,6.29,8.11,14.57,45.11,18.85
GDP,2007/4/1,623252,1.69,1.98,1.09,2.64,9.27,3.84,2.04,25.11,5.14,18.65,6.77,8.16,15.58,45.32,18.73
GDP,2007/7/1,628616,2.56,2.03,1.04,2.69,9.69,3.76,1.97,25.57,4.11,18.78,6.82,8.29,16.93,45.22,18.6
GDP,2007/10/1,635007,2.46,2.1,2.93,2.84,9.86,3.14,1.96,25.72,4.45,19.31,7.51,8.32,17.41,45.73,18.6
GDP,2008/1/1,638655,2.3,2.1,2.92,2.99,10.3,3.34,2.0,26.51,4.55,19.16,7.47,9.1,18.88,46.42,18.43
GDP,2008/4/1,639049,2.65,2.04,2.67,3.45,10.71,3.76,2.09,26.53,6.03,19.18,7.83,9.21,18.87,47.79,18.41
GDP,2008/7/1,636361,2.12,2.08,2.78,3.48,10.77,3.83,2.01,26.33,6.05,18.73,8.51,9.44,17.48,50.71,18.36
GDP,2008/10/1,628931,1.86,2.06,2.52,3.63,10.42,3.1,2.03,23.73,5.31,18.95,9.18,9.74,18.02,52.07,18.53
GDP,2009/1/1,603631,2.68,2.19,2.67,3.48,8.27,3.44,2.26,23.25,4.3,19.14,9.77,10.04,16.86,52.41,18.49
GDP,2009/4/1,606936,2.63,2.24,2.42,3.71,7.39,3.74,2.07,22.85,3.91,19.29,10.35,9.88,21.04,52.18,18.46
GDP,2009/7/1,613469,1.73,2.09,2.29,3.74,6.86,3.88,1.69,22.33,4.09,19.22,10.47,9.91,21.74,52.16,18.39
GDP,2009/10/1,619699,1.26,2.24,2.18,3.92,7.06,2.98,1.33,21.5,3.02,19.16,11.0,9.48,25.47,54.0,18.35
GDP,2010/1/1,625019,1.57,2.22,2.33,3.8,6.85,3.53,1.39,21.5,3.27,17.37,9.52,9.14,26.09,56.26,18.22
GDP,2010/4/1,635561,1.63,2.1,2.27,3.88,7.11,3.88,1.41,21.62,3.2,17.3,8.82,9.32,26.95,60.18,18.15
GDP,2010/7/1,645696,1.46,2.14,1.97,3.89,6.07,3.72,1.39,21.63,2.27,17.25,9.82,9.1,27.65,57.72,18.12
GDP,2010/10/1,652590,1.14,2.15,1.6,3.97,6.04,3.02,1.32,21.18,2.1,17.33,10.11,9.51,28.98,59.25,18.07
GDP,2011/1/1,665197,1.56,2.14,1.69,3.99,5.98,3.3,1.4,21.4,2.51,17.44,10.04,9.58,30.32,57.93,18.04
GDP,2011/4/1,668389,1.52,2.19,1.54,3.98,5.33,3.73,1.76,21.38,2.94,17.42,8.35,9.56,30.73,58.12,18.09
GDP,2011/7/1,676815,1.29,2.27,1.74,4.09,5.29,3.79,1.59,21.42,2.8,17.38,8.47,11.62,34.07,60.27,18.02
GDP,2011/10/1,679296,1.06,2.16,1.78,4.48,5.3,3.28,1.5,20.69,2.51,17.29,8.42,11.68,35.45,61.17,17.94
GDP,2012/1/1,680649,1.36,2.19,1.81,4.46,5.07,3.53,1.51,21.09,2.9,17.11,7.77,13.85,35.91,59.87,17.95
GDP,2012/4/1,683762,1.46,2.21,1.8,4.35,5.02,3.98,1.51,20.99,2.83,17.04,8.11,14.19,36.22,61.26,18.02
GDP,2012/7/1,690444,1.08,2.18,1.57,4.56,5.66,3.9,1.5,20.91,2.52,17.12,8.16,14.1,36.23,59.95,18.05
GDP,2012/10/1,691705,0.94,2.21,1.55,4.53,5.24,3.33,1.39,20.46,2.33,17.09,7.9,13.58,35.91,58.87,17.93
GDP,2013/1/1,692443,1.5,2.29,1.55,4.52,5.06,3.62,1.49,20.62,2.4,16.9,7.16,13.21,37.05,57.98,17.86
GDP,2013/4/1,701924,1.72,2.32,1.58,4.29,4.9,4.13,1.5,20.45,2.4,16.92,7.1,13.9,37.65,56.49,17.85
GDP,2013/7/1,708956,1.06,2.39,1.55,4.35,4.74,4.01,1.47,20.15,2.45,16.82,7.01,14.43,34.5,54.52,17.91
GDP,2013/10/1,712631,0.98,2.32,1.55,4.19,4.67,3.35,1.3,19.45,2.63,16.63,6.84,13.51,35.34,52.08,17.95
GDP,2014/1/1,725479,1.0,2.26,1.55,4.5,4.82,3.55,1.24,19.46,2.77,16.5,6.71,13.34,35.78,51.08,17.87
GDP,2014/4/1,729269,0.95,2.29,1.45,4.44,5.04,3.99,1.38,19.52,2.78,16.03,7.2,14.22,35.51,50.66,18.21
GDP,2014/7/1,734681,0.88,2.23,1.44,4.49,4.75,4.01,1.38,19.2,2.24,15.97,7.18,13.63,35.86,51.35,18.11
GDP,2014/10/1,742521,0.86,2.1,1.61,4.54,4.51,3.63,1.15,18.07,2.03,15.95,6.97,13.95,39.22,51.16,18.21
GDP,2015/1/1,745302,1.03,2.07,1.56,4.67,4.57,3.93,1.29,18.1,2.21,15.79,7.19,14.72,39.44,52.09,18.4
GDP,2015/4/1,753930,0.82,2.05,1.56,4.17,4.74,4.34,1.3,17.91,2.35,15.79,7.02,15.51,39.31,49.68,18.43
GDP,2015/7/1,759577,0.74,2.04,1.49,4.09,4.33,4.35,1.36,17.85,2.18,15.86,6.95,14.05,39.27,49.0,18.66
GDP,2015/10/1,764593,0.74,1.93,1.3,4.06,3.79,3.86,1.12,17.18,1.96,15.61,7.33,13.24,41.1,48.32,18.81
GDP,2016/1/1,774643,0.94,1.89,1.26,3.95,3.87,3.96,1.36,17.45,2.17,15.6,7.17,13.67,41.16,45.82,19.09
GDP,2016/4/1,780577,0.99,1.85,1.29,3.9,3.76,4.22,1.21,17.5,2.23,15.49,7.28,14.32,40.42,42.81,19.36
GDP,2016/7/1,783874,1.22,1.88,1.31,3.77,3.59,4.14,1.26,17.34,1.92,15.43,7.26,13.72,41.06,41.61,19.5
GDP,2016/10/1,790204,0.59,1.85,1.22,3.67,3.72,3.6,1.11,16.88,1.9,14.93,8.22,12.86,41.79,41.37,19.67
GDP,2017/1/1,801646,0.84,2.07,1.23,3.65,3.78,3.79,1.21,17.23,2.39,15.59,8.63,12.91,43.0,40.9,19.89
GDP,2017/4/1,812923,0.76,2.04,1.19,3.63,3.79,4.05,1.09,17.56,2.58,15.74,8.78,13.93,44.26,39.42,20.1
GDP,2017/7/1,822783,0.7,2.04,1.09,3.63,3.73,3.88,1.22,17.61,2.34,16.03,9.07,13.39,45.61,38.26,20.26
GDP,2017/10/1,833723,0.6,1.95,1.14,3.73,3.75,3.43,1.11,17.04,2.21,15.95,9.27,12.81,46.74,37.16,20.42
GDP,2018/1/1,832194,1.07,1.94,1.19,3.64,3.82,3.54,1.27,17.29,2.69,16.35,9.26,13.85,46.98,36.68,20.73
GDP,2018/4/1,842410,0.99,1.85,1.2,3.53,4.06,3.93,1.35,17.39,3.16,16.22,9.68,14.35,47.49,36.37,20.94
GDP,2018/7/1,841544,0.78,1.94,1.24,3.67,3.87,4.16,1.29,17.71,2.59,16.78,9.85,14.46,48.02,35.67,21.48
GDP,2018/10/1,854104,0.71,1.9,1.29,3.59,3.76,3.65,1.16,17.03,2.71,16.86,9.9,14.2,48.97,35.07,21.57
GDP,2019/1/1,861296,1.16,1.92,1.28,3.66,4.04,4.04,1.27,17.42,3.24,17.05,9.63,16.68,49.05,34.59,21.92
GDP,2019/4/1,864772,1.23,1.9,1.38,3.62,3.85,4.68,1.53,17.69,4.36,17.09,11.05,17.31,49.02,34.92,22.29
GDP,2019/7/1,873250,1.2,1.98,1.33,4.13,3.81,4.43,1.52,17.77,3.21,17.23,11.17,18.01,50.15,35.56,22.43
GDP,2019/10/1,880050,0.74,1.98,1.44,4.1,3.86,3.79,1.18,17.57,2.91,17.39,11.02,18.59,51.98,35.46,22.66
GDP,2020/1/1,873312,1.12,2.04,1.51,4.08,3.71,4.08,1.72,18.0,4.78,17.82,11.58,18.69,51.33,35.98,22.89
GDP,2020/4/1,798112,1.16,2.11,1.51,4.17,3.46,4.23,1.4,18.47,3.59,17.79,12.62,17.19,50.22,37.77,24.57
GDP,2020/7/1,857040,0.99,2.06,1.5,4.12,3.31,4.17,1.6,18.21,2.89,17.48,12.6,16.25,51.44,38.18,24.93
